SV_success,SV_fail,VS_success,VS_fail,chi2,p,dof,or,ci_low,ci_hi,V,n,ha_correction
0,67,0,41,0.059716547169326444,0.806944511337454,1,0.6148148148148148,0.011968770087885734,31.58196320425333,0.023299736083040326,110,True
